Accession ID,Accession name,Tiller number,Tiller angle (°),Plant height (cm),Flag leaf length (cm),Flag leaf width (cm),Flag leaf length / width,Flag leaf angle,Panicle number,Panicle type,Panicle length (cm),Pericarp color,Hull color
CH359,Xiaohonggu,9.66666666666667,15.5,120.0,23.1,1.48,15.6196428571429,1.0,7.83333333333333,3.0,21.625,1.0,1.0
CH360,Hongjiaoleizhan,11.0,19.3333333333333,129.0,29.6,1.5,19.7333333333333,1.0,8.33333333333333,4.0,22.35,0.0,0.0
CH361,Chongyangnuo,15.6666666666667,15.0,141.0,33.2,1.18,28.1212121212121,3.0,11.0,4.0,25.925,0.0,0.0
CH362,Yangxindalixian,13.3333333333333,14.0,119.5,33.1,1.5,22.0279761904762,5.0,10.8333333333333,4.0,21.675,0.0,0.0
CH363,Wubaili,19.5,14.0,81.0,25.0,1.6,15.7218137254902,1.0,12.5,2.0,22.3375,0.0,0.0
CH364,Liaowapushidian,10.6666666666667,21.8333333333333,131.0,33.0,1.62,20.3938725490196,1.0,7.33333333333333,2.0,22.15,1.0,1.0
CH365,Dabaigu,12.0,25.6666666666667,106.5,27.1,1.6,16.9884803921569,3.0,8.83333333333333,2.0,24.05,0.0,0.0
CH366,Hongjiaoqi,11.5,16.5,128.25,27.6,1.4,19.7223443223443,3.0,8.33333333333333,2.0,22.375,0.0,0.0
CH367,Xintangerpozao,7.0,29.0,142.25,28.8,1.56,18.4791666666667,3.0,4.83333333333333,1.0,20.75,0.0,0.0
CH368,Shadaoqingzhan,10.6666666666667,25.0,125.75,30.6,1.28,23.9358974358974,3.0,8.16666666666667,2.0,22.8,0.0,0.0
CH369,Wujiaozhan,7.83333333333333,24.8333333333333,141.5,29.5,1.58,18.6669117647059,3.0,6.5,3.0,22.475,0.0,0.0
CH370,Hongmidongzhan,18.8333333333333,15.5,94.5,21.1,1.06,19.9090909090909,1.0,12.5,3.0,19.525,0.0,0.0
CH371,Gaoganhe,12.0,15.6666666666667,103.6,22.1,1.54,14.3416666666667,3.0,8.83333333333333,1.0,20.0,0.0,0.0
CH372,Bawangbian,19.3333333333333,10.6666666666667,131.75,36.0,1.18,30.7977855477855,3.0,10.1666666666667,3.0,25.3,0.0,0.0
CH373,Xiangyanglaohonggu,12.3333333333333,11.8333333333333,125.5,29.3,1.46,20.0904761904762,3.0,7.83333333333333,2.0,24.425,1.0,0.0
CH374,Dalangan,9.33333333333333,18.0,119.5,33.6,1.44,23.3333333333333,1.0,7.0,1.0,22.65,0.0,0.0
CH375,Wushaogu,14.1666666666667,17.0,139.4,39.4,1.54,25.4940476190476,1.0,9.66666666666667,3.0,22.9,0.0,0.0
CH376,Maoxiangzhan,11.1666666666667,29.0,130.5,32.9,1.48,22.2380952380952,1.0,7.5,2.0,20.55,1.0,1.0
CH377,Lepingbai,13.0,27.1666666666667,108.25,32.2,1.3,24.7692307692308,1.0,11.5,3.0,23.825,0.0,0.0
CH378,Yelicang,12.3333333333333,12.6666666666667,106.5,36.1,1.56,23.2311274509804,1.0,9.66666666666667,3.0,24.375,0.0,0.0
CH379,Muqiuchui,9.66666666666667,23.8333333333333,138.25,30.3,1.88,16.093567251462,3.0,6.83333333333333,2.0,22.325,0.0,0.0
CH380,Sanlicun,11.0,24.0,122.5,34.1,1.32,25.8846153846154,1.0,8.66666666666667,3.0,22.575,0.0,0.0
CH381,Zuchaxian,8.83333333333333,23.0,130.0,31.7,1.62,19.5813725490196,1.0,6.33333333333333,4.0,25.025,0.0,0.0
CH382,Liushizi,9.16666666666667,20.6666666666667,98.5,26.8,1.44,18.5952380952381,1.0,8.66666666666667,2.0,24.325,1.0,0.0
CH383,Nibuzhan,11.3333333333333,9.5,132.75,27.8,1.34,20.8021978021978,1.0,11.5,2.0,21.0,1.0,1.0
CH384,Baijiaoe,16.3333333333333,20.5,131.75,34.9,1.46,23.9428571428571,3.0,13.8333333333333,3.0,21.925,0.0,0.0
CH385,Waibadan,12.0,15.5,111.2,25.8,1.44,17.9196428571429,3.0,8.83333333333333,2.0,22.05,0.0,0.0
CH386,Lengshuibai,10.0,16.8333333333333,136.75,33.1,1.3,25.5586080586081,3.0,8.5,2.0,25.3,0.0,0.0
CH387,Bayuebai,15.3333333333333,20.1666666666667,93.75,19.3,1.12,17.2348484848485,3.0,12.1666666666667,2.0,19.125,1.0,0.0
CH388,Mazhan(1),12.5,10.8333333333333,109.25,38.2,1.32,28.9395604395604,5.0,7.83333333333333,3.0,23.125,0.0,1.0
CH389,Hongmidongzhan,13.8333333333333,19.8333333333333,98.0,22.8,1.28,17.8205128205128,1.0,11.6666666666667,2.0,18.15,1.0,0.0
CH390,101,13.0,11.0,86.5,19.8,1.24,15.9551282051282,1.0,11.6666666666667,2.0,17.75,0.0,0.0
CH391,R 4015,15.3333333333333,13.8333333333333,78.75,19.9,1.26,15.7692307692308,1.0,10.8333333333333,1.0,20.05,0.0,0.0
CH392,Gannong429,12.0,25.5,113.5,33.2,1.72,19.3235294117647,3.0,10.0,2.0,24.2,0.0,0.0
CH393,Wuzhuzhan,11.5,18.3333333333333,130.5,27.2,1.6,17.0,1.0,10.6666666666667,3.0,21.15,0.0,0.0
CH394,Nanchengwuchuanzao,8.83333333333333,15.0,117.75,29.7,1.5,19.8089285714286,1.0,7.33333333333333,2.0,24.25,0.0,0.0
CH395,Xiyedongzhan,12.0,17.5,111.2,27.0,1.44,18.7142857142857,1.0,8.83333333333333,2.0,22.3375,0.0,0.0
CH396,Tiejiaozhan,11.8333333333333,12.6666666666667,117.75,25.3,1.32,19.2197802197802,3.0,8.83333333333333,2.0,21.225,1.0,0.0
CH397,Huikenuo,15.5,18.6666666666667,98.2,26.1,1.48,17.823489010989,1.0,8.16666666666667,2.0,22.3375,0.0,0.0
CH398,Hongquegu,10.5,19.1666666666667,139.0,27.2,1.2,22.6381118881119,1.0,10.8333333333333,4.0,24.025,0.0,1.0
CH399,Donggu,12.0,15.5,140.75,33.9,1.52,22.325,1.0,10.8333333333333,3.0,22.0,1.0,0.0
CH400,Shazhounuo,10.5,9.5,164.75,39.0,1.74,22.3725490196078,5.0,9.0,2.0,24.175,0.0,0.0
CH401,Chihe,15.6666666666667,10.0,102.25,25.7,1.08,23.8181818181818,1.0,12.8333333333333,2.0,21.975,1.0,0.0
CH402,Hongmiyoudao,12.0,14.5,102.75,22.1,1.06,20.8454545454545,3.0,15.5,3.0,21.825,1.0,0.0
CH403,Hongmiyaozhan,14.5,14.6666666666667,106.0,25.9,1.0,25.9,1.0,12.8333333333333,3.0,20.9,1.0,0.0
CH404,Ningnong1hao,12.8333333333333,14.0,123.25,31.7,1.2,26.5675990675991,3.0,9.33333333333333,3.0,23.125,0.0,1.0
CH405,Yiyangzhan,11.1666666666667,14.6666666666667,127.0,29.4,1.42,20.6904761904762,1.0,10.1666666666667,3.0,22.675,0.0,0.0
CH406,Shuangkang8hao,12.8333333333333,10.3333333333333,73.2,19.1,1.44,13.252380952381,1.0,8.5,2.0,19.75,0.0,0.0
CH407,Xianzidao,11.6666666666667,14.8333333333333,132.0,33.4,1.28,26.1025641025641,1.0,10.6666666666667,2.0,22.4,0.0,0.0
CH408,Baijiaoe,8.66666666666667,21.8333333333333,125.5,25.8,1.56,16.5166666666667,1.0,8.16666666666667,2.0,23.85,0.0,0.0
CH409,Qishizao,8.16666666666667,19.8333333333333,140.75,28.7,1.96,14.6473684210526,3.0,5.66666666666667,1.0,23.375,0.0,0.0
CH410,Shadiaozi,6.16666666666667,24.1666666666667,129.166666666667,28.8,1.54,18.8814425770308,3.0,5.33333333333333,2.0,24.875,0.0,0.0
CH411,Erzaozi,12.0,28.1666666666667,127.75,27.8,1.56,17.8492647058824,3.0,6.33333333333333,2.0,23.675,0.0,0.0
CH412,Xiaobaigu,14.8333333333333,17.3333333333333,82.75,18.6,1.16,16.0833333333333,1.0,8.5,2.0,19.225,0.0,0.0
CH413,Qingyouzhan,12.3333333333333,28.8333333333333,79.75,22.4,1.22,18.3461538461538,1.0,9.0,1.0,20.95,0.0,0.0
CH414,Huangzhan,10.5,21.8333333333333,81.75,14.0,1.14,12.3257575757576,1.0,8.16666666666667,2.0,19.425,0.0,0.0
CH415,Baiyanzhan,8.0,27.3333333333333,127.25,29.3,1.48,19.8,1.0,6.83333333333333,2.0,25.15,0.0,0.0
CH416,Haojingkang,9.66666666666667,11.6666666666667,126.75,15.6,1.66,9.42279411764706,1.0,5.5,1.0,19.875,0.0,0.0
CH417,Yemi,9.33333333333333,25.5,129.75,28.0,1.24,22.5641025641026,3.0,9.33333333333333,3.0,24.5,0.0,0.0
CH419,Yinghongke,12.0,20.6666666666667,111.2,27.0,1.44,18.7142857142857,1.0,8.83333333333333,2.0,20.425,0.0,0.0
CH420,Diancangditang,9.83333333333333,16.5,121.5,25.6,1.44,17.752380952381,3.0,7.33333333333333,2.0,21.8,0.0,0.0
CH421,Diancangdi,11.5,11.6666666666667,99.0,22.8,1.38,16.5274725274725,3.0,8.0,3.0,20.6,0.0,0.0
CH422,Tianbaoerlanzhan,10.1666666666667,19.0,120.75,26.4,1.32,19.967032967033,3.0,6.33333333333333,5.0,22.325,1.0,0.0
CH423,Xintanghongjiaoqizao,10.3333333333333,10.5,124.5,25.6,1.2,21.3822843822844,3.0,8.16666666666667,2.0,21.125,0.0,1.0
CH424,Shazhan,10.1666666666667,17.8333333333333,139.5,27.7,1.36,20.3791208791209,3.0,7.16666666666667,3.0,24.65,0.0,0.0
CH425,Mapingzaogu,6.66666666666667,19.8333333333333,134.6,29.5,1.48,19.9380952380952,3.0,6.16666666666667,2.0,23.65,0.0,0.0
CH426,Baichi,8.66666666666667,26.0,131.0,29.4,1.46,20.1285714285714,3.0,7.0,2.0,25.275,0.0,0.0
CH427,Machengjiangxizao,11.5,20.3333333333333,134.0,31.0,1.64,18.8897058823529,3.0,7.83333333333333,2.0,22.05,0.0,0.0
CH428,Huizhangu,8.16666666666667,26.6666666666667,161.25,28.0,1.78,15.7280701754386,5.0,6.83333333333333,2.0,21.775,0.0,0.0
CH429,Gonganmakezhan,15.1666666666667,19.0,105.0,28.6,1.1,25.9727272727273,3.0,13.8333333333333,3.0,18.95,1.0,0.0
CH431,Jinguazi,11.5,16.1666666666667,125.75,27.1,1.5,18.0339285714286,3.0,8.83333333333333,3.0,21.45,0.0,0.0
CH432,Fangxianwubaili,10.5,11.0,143.75,32.0,1.44,22.2476190476191,1.0,7.5,2.0,22.2,0.0,0.0
CH433,Sankecunnuogu,10.1666666666667,19.8333333333333,120.5,30.4,1.28,23.7692307692308,1.0,7.0,2.0,23.5,0.0,0.0
CH434,Xingshanlengshuigu,13.6666666666667,19.1666666666667,127.5,24.6,1.16,21.1742424242424,1.0,11.1666666666667,2.0,18.75,1.0,1.0
CH435,Ziguilengshuigu,11.8333333333333,18.5,127.25,27.9,1.14,24.530303030303,1.0,9.16666666666667,3.0,21.4,1.0,1.0
CH436,Wufengbaishidao,9.33333333333333,23.5,150.0,27.7,1.54,17.9833333333333,1.0,6.33333333333333,2.0,23.675,1.0,0.0
CH437,Enshisanbaike,12.0,22.1666666666667,148.75,30.6,1.58,19.4041666666667,3.0,8.83333333333333,2.0,25.55,1.0,0.0
CH438,Baiguoxiaohonggu,11.3333333333333,20.0,133.75,25.2,1.48,16.9904761904762,3.0,9.5,2.0,22.75,1.0,1.0
CH439,Enshiyexiacang,12.5,21.1666666666667,132.0,27.6,1.52,18.1119047619048,1.0,7.83333333333333,2.0,21.675,0.0,0.0
CH440,Enshidishuidao,10.3333333333333,11.8333333333333,138.25,27.7,1.76,15.7170622635019,3.0,6.0,1.0,20.0,0.0,0.0
CH441,Guiyangzhan,12.3333333333333,21.6666666666667,129.5,30.7,1.5,20.4380952380952,1.0,8.83333333333333,2.0,23.8,0.0,0.0
CH443,Maweizhan,9.5,30.6666666666667,134.25,28.4,1.54,18.475,3.0,8.16666666666667,2.0,24.075,0.0,0.0
CH444,Yanzhan,8.16666666666667,22.0,124.25,31.0,1.66,18.6875,3.0,8.33333333333333,3.0,22.025,0.0,0.0
CH445,Hefenghuangzhan,11.1666666666667,25.8333333333333,112.25,28.3,1.68,16.8235294117647,1.0,9.5,2.0,19.775,1.0,1.0
CH446,Qitouhuang,13.1666666666667,19.6666666666667,129.25,31.0,1.2,25.8438228438228,1.0,9.0,2.0,20.55,0.0,0.0
CH447,Bashizao,12.0,25.8333333333333,111.2,27.0,1.44,18.7142857142857,1.0,8.83333333333333,2.0,22.05,0.0,0.0
CH451,Xiaodaogu,10.6666666666667,16.3333333333333,114.5,25.9,1.48,17.5160714285714,3.0,9.66666666666667,3.0,21.375,0.0,0.0
CH452,Xiangxiangmi,12.8333333333333,13.6666666666667,139.75,32.5,1.22,26.6474358974359,1.0,8.5,2.0,24.75,0.0,0.0
CH453,Leiguzhan,13.0,20.3333333333333,138.0,24.3,1.32,18.4230769230769,1.0,9.0,2.0,25.175,0.0,0.0
CH454,Shuimadao,10.3333333333333,16.6666666666667,138.0,25.9,1.66,15.6286764705882,1.0,7.33333333333333,2.0,23.425,0.0,0.0
CH455,Changguzao,12.1666666666667,17.5,136.75,24.8,1.4,17.7142857142857,3.0,9.33333333333333,3.0,22.0,0.0,0.0
CH456,Langanzhan,18.5,17.0,116.75,28.1,1.22,23.1025641025641,1.0,12.5,3.0,20.975,1.0,1.0
CH457,Qingsedao,11.6666666666667,12.6666666666667,124.2,30.5,1.2,25.4166666666667,3.0,9.0,3.0,23.1,0.0,0.0
CH458,Lvqitou,11.1666666666667,12.1666666666667,145.0,26.2,1.3,20.1538461538462,3.0,7.66666666666667,2.0,22.525,0.0,0.0
CH459,Laoyingnuo,11.5,11.0,146.75,25.8,1.52,17.0050420168067,1.0,7.33333333333333,2.0,25.875,1.0,1.0
CH460,Haojingke,9.66666666666667,14.8333333333333,144.166666666667,30.1,1.08,27.9,5.0,6.66666666666667,2.0,27.65,1.0,0.0
CH461,Laojinggu,15.0,20.6666666666667,148.5,31.7,1.42,22.3095238095238,3.0,6.66666666666667,2.0,23.8,1.0,0.0
CH462,Dazaogu,9.83333333333333,27.6666666666667,145.0,28.3,1.44,19.6619047619048,1.0,6.5,2.0,23.775,1.0,0.0
CH463,Lengshuizao,10.0,9.33333333333333,141.0,25.7,1.18,21.75,1.0,6.33333333333333,2.0,24.5,1.0,0.0
CH464,Zaohonggu,10.3333333333333,8.0,137.5,31.8,1.4,22.7142857142857,1.0,7.0,2.0,25.3,1.0,0.0
CH465,Xiaobaigu,8.33333333333333,9.0,146.25,27.3,1.44,18.9809523809524,1.0,5.5,2.0,22.3,0.0,0.0
CH466,Lvbanggu,10.1666666666667,13.0,152.5,33.8,1.64,20.5742647058824,5.0,6.5,2.0,28.8,1.0,1.0
CH467,Longjianghong,7.66666666666667,12.5,147.0,32.1,1.5,21.3880952380952,5.0,5.5,3.0,26.15,0.0,0.0
CH468,Huangkegu,9.5,11.0,147.0,28.6,1.2,24.0110722610723,3.0,7.5,2.0,24.95,1.0,1.0
CH469,Hongmaxiangu,6.83333333333333,9.0,146.25,32.3,1.38,23.3791208791209,3.0,6.66666666666667,2.0,24.65,1.0,0.0
CH470,Yanzhan,6.83333333333333,14.8333333333333,122.0,30.4,1.42,21.3516483516484,3.0,7.16666666666667,3.0,24.025,0.0,0.0
CH471,Xiaobaizhan,8.33333333333333,14.5,123.75,29.0,1.62,17.9669117647059,3.0,7.0,2.0,23.3,0.0,0.0
CH472,Maguzi,7.33333333333333,11.6666666666667,119.333333333333,28.4,1.58,17.9791666666667,3.0,6.33333333333333,3.0,24.45,1.0,0.0
CH473,Yapozhan,12.0,18.0,104.0,23.2,1.58,14.7058823529412,1.0,8.83333333333333,2.0,18.125,0.0,0.0
CH474,Honghuami,8.83333333333333,10.6666666666667,125.5,29.5,1.52,19.4375,1.0,8.16666666666667,3.0,24.35,0.0,0.0
CH475,Qingganzhan2,10.1666666666667,10.6666666666667,141.0,26.2,1.38,18.978021978022,1.0,8.66666666666667,2.0,22.775,0.0,0.0
CH476,Nantezhan2,9.66666666666667,17.0,92.75,22.0,1.44,15.2857142857143,3.0,6.83333333333333,2.0,20.025,0.0,0.0
CH477,Jiugongji,13.1666666666667,20.6666666666667,135.0,27.3,1.34,20.4175824175824,5.0,9.83333333333333,2.0,21.85,0.0,0.0
CH478,Banbianzhan,12.5,19.3333333333333,141.25,30.7,1.56,19.675,5.0,5.5,3.0,18.375,1.0,0.0
CH479,Xiaomagu,7.33333333333333,13.5,150.5,31.5,1.22,25.7948717948718,1.0,7.0,2.0,24.075,1.0,1.0
CH480,Baimi,4.66666666666667,16.0,144.333333333333,38.0,1.9,19.9643274853801,3.0,5.0,3.0,24.225,0.0,0.0
CH481,Dabaigu,10.3333333333333,25.6666666666667,137.75,28.4,1.64,17.3602941176471,1.0,7.83333333333333,2.0,23.125,0.0,0.0
CH482,Baigangu,10.0,14.0,141.0,33.1,1.42,23.3194139194139,1.0,7.5,3.0,25.85,1.0,0.0
CH483,Maweizhan,9.16666666666667,27.3333333333333,119.75,31.2,1.58,19.7338235294118,3.0,9.16666666666667,3.0,23.525,0.0,0.0
CH484,Hongjiaozhan,10.8333333333333,21.8333333333333,174.2,34.7,1.5,23.1333333333333,3.0,8.66666666666667,3.0,22.3375,0.0,0.0
CH485,Honggu,12.0,16.8333333333333,93.75,22.7,1.06,21.4363636363636,1.0,11.6666666666667,2.0,20.3,1.0,0.0
CH486,Tuhongzhao,8.5,10.0,124.4,28.7,1.32,21.7472527472527,1.0,7.5,2.0,24.575,1.0,0.0
CH487,Yingtaonuo,7.66666666666667,9.66666666666667,116.25,23.3,1.26,18.4258241758242,3.0,7.0,2.0,21.6,1.0,0.0
CH488,Gangannuo,11.1666666666667,18.1666666666667,97.5,28.5,1.36,20.989010989011,1.0,7.33333333333333,3.0,24.525,0.0,0.0
CH489,Lengshuigu,9.0,17.6666666666667,133.25,25.9,1.44,17.9904761904762,1.0,6.66666666666667,3.0,22.1,0.0,0.0
CH490,Dabaimizhan,11.1666666666667,27.3333333333333,123.25,26.7,1.44,18.5428571428571,1.0,9.66666666666667,3.0,19.55,0.0,0.0
CH491,Shuidaobawang,7.66666666666667,33.5,84.75,27.3,2.12,12.8491341991342,1.0,6.16666666666667,1.0,23.7,0.0,0.0
CH492,Sanpianzhan,8.5,25.8333333333333,114.25,23.9,1.56,15.3151960784314,1.0,7.0,3.0,20.875,0.0,0.0
CH494,Xiaomaweizhan,7.83333333333333,24.3333333333333,118.75,33.0,1.38,23.9010989010989,3.0,6.16666666666667,3.0,21.5,0.0,0.0
CH495,Daziben,11.8333333333333,15.8333333333333,134.75,22.8,1.26,18.2087912087912,3.0,7.66666666666667,2.0,21.95,1.0,0.0
CH496,Lengshuigu,8.33333333333333,18.8333333333333,160.75,30.7,1.54,19.9541666666667,1.0,7.0,1.0,20.6333333333333,1.0,1.0
CH497,Xiaohongjiao1,8.66666666666667,10.6666666666667,148.0,25.4,1.38,18.4065934065934,1.0,6.83333333333333,1.0,24.8,1.0,0.0
CH498,Yangu,11.3333333333333,23.1666666666667,140.25,39.3,1.3,30.2307692307692,1.0,9.66666666666667,4.0,24.875,1.0,1.0
CH499,Youzhan,9.33333333333333,21.5,146.75,28.0,1.72,16.4109477124183,1.0,5.83333333333333,3.0,22.425,1.0,1.0
CH500,Nadaoqie2,10.0,24.5,118.0,37.1,1.38,26.9285714285714,5.0,8.5,3.0,23.025,0.0,0.0
CH501,Xiaomagu3,11.6666666666667,17.1666666666667,128.5,27.3,1.38,19.7472527472527,1.0,8.16666666666667,3.0,22.8,0.0,0.0
CH502,Liuyuegu,8.33333333333333,18.8333333333333,136.75,25.3,1.58,16.0125,1.0,8.0,2.0,21.375,1.0,0.0
CH503,Langanma1,10.3333333333333,12.3333333333333,130.25,27.5,1.32,20.8516483516484,1.0,7.83333333333333,2.0,23.4,1.0,1.0
CH504,Xianainuo,10.3333333333333,18.0,82.75,26.2,1.86,14.1198830409357,1.0,5.83333333333333,1.0,21.55,0.0,0.0
CH505,Yangzhan,10.0,16.5,129.75,27.9,1.24,22.4679487179487,3.0,8.5,3.0,23.025,0.0,0.0
CH506,Xiangdao,15.0,25.5,96.75,26.6,1.36,19.6208791208791,1.0,6.66666666666667,2.0,22.3375,0.0,0.0
CH507,Yanzhan(2),8.5,19.3333333333333,126.75,22.5,1.52,14.8964285714286,1.0,5.83333333333333,2.0,21.75,1.0,1.0
CH509,Lengshuihong,12.0,16.3333333333333,121.5,24.8,1.36,18.3065934065934,3.0,8.83333333333333,2.0,22.525,1.0,0.0
CH511,SINANDOMENG,10.5,13.0,95.25,22.2,1.44,15.4095238095238,1.0,8.0,2.0,23.225,0.0,0.0
CH512,AWN NAW(GS NO.17613),12.0,17.5,111.2,27.0,1.44,18.7142857142857,1.0,8.83333333333333,2.0,22.3375,0.0,0.0
CH513,NIAW SANPAH TAWNG,12.0,17.5,111.2,27.0,1.44,18.7142857142857,1.0,8.83333333333333,2.0,22.3375,0.0,0.0
CH514,GANJAY(ACC76349),19.0,16.8333333333333,102.75,23.5,1.22,19.270979020979,1.0,11.0,2.0,24.925,0.0,0.0
CH519,BATHKIRIEL,12.0,18.0,125.75,32.0,1.42,22.5945054945055,1.0,8.66666666666667,2.0,22.3375,0.0,0.0
CH520,MURUNGAWEE,10.8333333333333,26.3333333333333,107.75,27.1,1.14,23.8030303030303,1.0,9.5,2.0,22.175,1.0,1.0
CH522,Guangluai4hao,10.0,16.0,64.5,23.2,1.54,15.0583333333333,1.0,6.66666666666667,2.0,17.725,0.0,0.0
CH524,Tetebo,12.0,20.6666666666667,153.666666666667,26.6,1.24,21.4615384615385,1.0,8.83333333333333,3.0,21.5,0.0,0.0
CH525,Zhenlong13,11.3333333333333,11.0,81.25,20.1,1.38,14.6098901098901,1.0,8.66666666666667,1.0,18.35,0.0,0.0
CH526,Sifeng43,12.0,17.5,62.5,27.0,1.44,18.7142857142857,1.0,8.83333333333333,2.0,22.3375,0.0,0.0
